cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
AT5G20300.5,,,AT4G26380.1,,,,AT1G23730.1
AT5G48780.1,,,AT1G07745.4,,,,AT3G47620.1
AT1G65220.1,,,AT1G48635.1,,,,AT3G21680.1
AT2G31865.2,,,AT4G24350.1,,,,AT4G22160.2
AT2G31865.3,,,AT4G24350.2,,,,AT4G18570.1
AT5G58750.1,,,AT5G24260.2,,,,AT1G45000.1
AT1G20840.1,,,AT5G15200.1,,,,AT3G20910.1
AT5G51380.1,,,AT5G67540.3,,,,AT5G14270.2
AT2G28960.2,,,AT2G32060.1,,,,AT1G80940.1
AT4G25310.1,,,AT1G10300.3,,,,AT5G37690.1
AT1G26440.3,,,AT4G24630.1,,,,AT5G37690.2
AT1G30640.1,,,AT3G23390.1,,,,AT5G49690.1
AT5G51840.1,,,AT3G46830.1,,,,AT4G02280.1
AT2G36060.2,,,AT5G25270.1,,,,AT1G49400.1
AT1G75580.1,,,AT3G14840.2,,,,AT3G53540.1
AT3G22380.2,,,AT4G25280.2,,,,AT1G01470.1
AT1G21610.5,,,AT4G36790.1,,,,AT1G21480.1
AT3G14510.1,,,AT2G32760.1,,,,AT5G51910.1
AT4G34800.1,,,AT2G19150.1,,,,AT4G37200.1
AT3G28370.3,,,AT2G43920.1,,,,AT3G49130.1
AT2G25250.1,,,AT4G32020.1,,,,AT4G10960.1
AT5G42110.1,,,AT4G24520.1,,,,AT1G02130.1
AT5G15730.2,,,AT1G19480.1,,,,AT2G25450.1
AT4G27400.1,,,AT5G51510.1,,,,AT4G18260.1
AT2G06050.3,,,AT3G23980.1,,,,AT2G39700.1
AT1G53340.1,,,AT4G11290.1,,,,AT2G28305.1
AT5G66420.1,,,AT1G15260.1,,,,AT5G37478.2
AT2G37260.1,,,AT4G00355.3,,,,AT4G30270.1
AT3G52460.1,,,AT5G10960.1,,,,AT1G70770.2
AT4G02725.2,,,AT3G61570.1,,,,AT2G38760.1
AT1G05430.1,,,AT3G11230.1,,,,AT1G27960.1
AT3G02780.1,,,AT4G22330.1,,,,AT5G64940.2
AT1G73360.1,,,AT2G33220.1,,,,AT1G18480.1
AT2G16970.2,,,AT1G53310.2,,,,AT1G28280.1
AT4G29180.3,,,AT4G26550.1,,,,AT1G28280.2
AT5G46260.1,,,AT5G38790.1,,,,AT4G19600.1
AT3G16830.1,,,AT2G45330.2,,,,AT3G52900.1
AT4G25090.1,,,AT5G43040.1,,,,AT1G03360.1
AT2G21390.1,,,AT5G03050.2,,,,AT3G06400.2
AT4G29950.1,,,AT1G65850.3,,,,AT5G64400.2
AT5G41480.1,,,AT1G03850.2,,,,AT2G43510.1
AT3G07950.1,,,AT1G03850.3,,,,AT1G60160.1
AT4G12270.1,,,AT4G10470.1,,,,AT3G09770.1
AT2G35733.1,,,AT5G13260.1,,,,AT1G56430.1
AT3G04854.1,,,AT1G72360.2,,,,AT4G23920.1
,,,AT4G30100.2,,,,AT1G54100.2
,,,AT1G31870.1,,,,AT2G30020.1
,,,AT3G50920.2,,,,AT5G51790.4
,,,AT1G75680.1,,,,AT3G18240.2
,,,AT2G44180.2,,,,AT5G17450.1
,,,AT2G44180.1,,,,AT4G23190.1
,,,AT4G35320.1,,,,AT4G23190.4
,,,AT3G59120.1,,,,AT1G68010.1
,,,AT2G17890.1,,,,AT3G57670.1
,,,AT5G18420.4,,,,AT2G30840.3
,,,AT4G27380.1,,,,AT5G11330.1
,,,AT4G36780.1,,,,AT5G48530.1
,,,AT4G01710.1,,,,AT1G58807.2
,,,AT1G27110.1,,,,AT5G24320.2
,,,AT1G01225.1,,,,AT3G02730.1
,,,AT4G08930.1,,,,AT3G47930.2
,,,AT5G22840.1,,,,AT4G18890.1
,,,AT5G50600.1,,,,AT3G50530.1
,,,AT3G49870.1,,,,AT2G17480.1
,,,AT1G73350.7,,,,AT2G26280.3
,,,AT1G73350.3,,,,AT2G26280.5
,,,AT5G45510.1,,,,AT3G15220.1
,,,AT2G18000.2,,,,AT4G12610.2
,,,AT5G45220.1,,,,AT2G40400.1
,,,AT5G45220.2,,,,AT1G71860.1
,,,AT1G05570.4,,,,AT5G60590.3
,,,AT1G05570.2,,,,AT5G62810.1
,,,AT1G49300.1,,,,AT2G35330.2
,,,AT1G21270.1,,,,AT1G76150.1
,,,AT1G76090.1,,,,AT3G61740.2
,,,AT1G76940.2,,,,AT2G46700.1
,,,AT4G17010.1,,,,AT2G07739.1
,,,AT3G10740.3,,,,AT3G21060.1
,,,AT1G30300.1,,,,AT5G24318.2
,,,AT1G34460.1,,,,AT2G02790.2
,,,AT5G03140.1,,,,AT2G02790.3
,,,AT2G03150.2,,,,AT3G09720.1
,,,AT3G53740.4,,,,AT4G33010.1
,,,AT3G53740.2,,,,AT5G54690.1
,,,AT1G33790.2,,,,AT3G14270.1
,,,AT1G33790.1,,,,AT1G08820.2
,,,AT1G62380.1,,,,AT3G14650.1
,,,AT3G01810.1,,,,AT1G24490.1
,,,AT5G60640.2,,,,AT2G37330.1
,,,AT3G12030.1,,,,AT5G44005.1
,,,AT3G02250.1,,,,AT4G12300.1
,,,AT4G28706.3,,,,AT5G23190.1
,,,AT5G33280.1,,,,AT1G04140.1
,,,AT1G72320.1,,,,AT3G61710.1
,,,AT5G14000.3,,,,AT4G20060.1
,,,AT5G14000.1,,,,AT1G10050.1
,,,AT1G78100.1,,,,AT4G04770.1
,,,AT5G16760.1,,,,AT1G54650.3
,,,AT3G51540.3,,,,AT5G62350.1
,,,AT1G03010.3,,,,AT2G38410.1
,,,AT1G03010.1,,,,AT5G40910.8
,,,AT2G33810.1,,,,AT5G40910.9
,,,AT3G57330.2,,,,AT1G28200.1
,,,AT1G52880.1,,,,AT2G20300.1
,,,AT3G52430.1,,,,AT4G11370.1
,,,AT5G54790.1,,,,AT2G30933.1
,,,AT5G05520.1,,,,AT1G71280.2
,,,AT5G22360.1,,,,AT5G05680.1
,,,AT4G20380.3,,,,AT3G07350.1
,,,AT4G20380.5,,,,AT5G64650.1
,,,AT3G17020.1,,,,AT5G53360.1
,,,AT3G07760.2,,,,AT4G38930.2
,,,AT3G61970.1,,,,AT4G28300.1
,,,AT3G08600.1,,,,AT3G46590.4
,,,AT1G03440.1,,,,AT1G33560.1
,,,AT2G06000.2,,,,AT5G59910.1
,,,AT5G10630.2,,,,AT1G79470.1
,,,AT3G03600.1,,,,AT3G63530.2
,,,AT5G22940.1,,,,AT4G19006.1
,,,AT1G70895.1,,,,AT1G65032.1
,,,AT2G19790.1,,,,AT4G28490.1
,,,AT3G13480.1,,,,AT1G02310.1
,,,AT3G13480.2,,,,AT4G15640.1
,,,AT4G20700.2,,,,AT5G44790.1
,,,AT3G51290.3,,,,AT1G76320.4
,,,AT5G25010.1,,,,AT4G14910.1
,,,AT5G58240.3,,,,AT3G04060.1
,,,AT5G58240.1,,,,AT5G43560.2
,,,AT5G38350.1,,,,AT4G34160.1
,,,AT3G28880.1,,,,AT1G24880.2
,,,AT1G76130.1,,,,AT3G13790.3
,,,AT4G24690.1,,,,AT3G44620.1
,,,AT3G08770.1,,,,AT3G08580.1
,,,AT5G05750.1,,,,AT2G21640.1
,,,AT4G04614.1,,,,AT3G46230.1
,,,AT1G64385.1,,,,AT2G31240.1
,,,AT1G06515.1,,,,AT4G37800.1
,,,AT3G62250.1,,,,AT2G32660.2
,,,AT1G15350.1,,,,AT5G65840.1
,,,AT2G16595.1,,,,AT1G07990.1
,,,AT4G09460.1,,,,AT4G29070.1
,,,AT1G72630.1,,,,AT1G12260.2
,,,AT5G20610.1,,,,AT3G48250.1
,,,AT4G15000.1,,,,AT1G48230.1
,,,AT4G14320.1,,,,AT2G28190.1
,,,AT4G15520.1,,,,AT3G02210.1
,,,AT5G58960.1,,,,AT3G03960.1
,,,AT3G05760.1,,,,AT3G10290.1
,,,AT1G22780.1,,,,AT1G74320.1
,,,AT4G10270.1,,,,AT5G52040.2
,,,AT1G07170.1,,,,AT1G55810.2
,,,AT3G25400.1,,,,AT1G20690.1
,,,AT5G20710.2,,,,AT5G08139.2
,,,AT2G41370.1,,,,AT5G62790.1
,,,AT5G46100.1,,,,AT5G07120.1
,,,AT2G20725.1,,,,AT1G75260.1
,,,AT5G52710.2,,,,AT3G28050.1
,,,AT2G39705.1,,,,AT5G33320.1
,,,AT3G57340.2,,,,AT3G14560.1
,,,AT2G03220.1,,,,AT2G20362.1
,,,AT5G64600.1,,,,AT5G22090.1
,,,AT3G24315.1,,,,AT5G60040.1
,,,AT1G05720.1,,,,AT5G05200.1
,,,AT4G16430.1,,,,AT5G10625.1
,,,AT4G37483.1,,,,AT1G52320.5
,,,AT3G02660.1,,,,AT1G14400.1
,,,AT2G29710.1,,,,AT3G25870.1
,,,AT1G27600.2,,,,AT3G12800.1
,,,AT2G26040.1,,,,AT4G34240.4
,,,AT5G66490.1,,,,AT1G36070.4
,,,AT5G18525.1,,,,AT3G54020.1
,,,AT3G52730.1,,,,AT1G49950.2
,,,AT1G69523.1,,,,AT3G26570.2
,,,AT4G00165.1,,,,AT1G68820.4
,,,AT1G27330.1,,,,AT1G68820.1
,,,AT2G20780.2,,,,AT3G62950.1
,,,AT2G20780.1,,,,AT2G18600.1
,,,AT1G48030.2,,,,AT4G37020.2
,,,AT5G11000.1,,,,AT5G59845.1
,,,AT1G55152.1,,,,ATMG01200.1
,,,AT5G05170.1,,,,AT5G67020.1
,,,AT2G47110.2,,,,AT2G39310.4
,,,AT3G50710.1,,,,AT2G39310.1
,,,AT5G52210.2,,,,AT3G15880.1
,,,AT1G67330.1,,,,AT5G47880.1
,,,AT3G24480.1,,,,AT4G34560.1
,,,AT1G49040.4,,,,AT5G07860.1
,,,AT1G55160.2,,,,AT1G08400.1
,,,AT3G01050.2,,,,AT1G10450.1
,,,AT5G17540.1,,,,AT2G44100.1
,,,AT1G27360.2,,,,AT1G55500.5
,,,AT2G04360.4,,,,AT2G34600.1
,,,AT4G28540.1,,,,AT1G27430.2
,,,AT3G59650.1,,,,AT4G02680.1
,,,AT2G41630.1,,,,AT2G47000.7
,,,AT5G08430.1,,,,AT2G47000.5
,,,AT5G11610.1,,,,AT2G47000.1
,,,AT5G47580.1,,,,AT5G42050.1
,,,AT2G37050.3,,,,AT1G12050.1
,,,AT2G45740.2,,,,AT5G26610.1
,,,AT2G45740.3,,,,AT5G54180.1
,,,AT1G73250.1,,,,AT4G15955.2
,,,AT4G32410.1,,,,AT1G56550.1
,,,AT4G30360.1,,,,AT2G19240.2
,,,AT2G30410.3,,,,AT3G14900.1
,,,AT4G26000.1,,,,AT3G07510.2
,,,AT5G62570.3,,,,AT5G43140.1
,,,AT5G62570.1,,,,AT1G13210.1
,,,AT1G27840.1,,,,AT2G33850.1
,,,AT4G38980.1,,,,AT2G41300.1
,,,AT1G51650.1,,,,AT2G46060.1
,,,AT1G73970.3,,,,AT2G25570.1
,,,AT1G20490.2,,,,AT2G05070.1
,,,AT1G08750.1,,,,AT4G28860.2
,,,AT3G15395.2,,,,AT1G75370.1
,,,AT1G30000.1,,,,AT4G17230.1
,,,AT5G45660.1,,,,AT5G20870.1
,,,AT3G04830.1,,,,AT4G20270.1
,,,AT1G30545.2,,,,AT4G21830.1
,,,AT5G46160.2,,,,AT4G38580.2
,,,AT2G47900.3,,,,AT5G66810.2
,,,AT3G61410.2,,,,AT5G66810.3
,,,AT1G48450.1,,,,AT2G38250.1
,,,AT5G52560.1,,,,AT1G10110.1
,,,AT2G47320.1,,,,AT1G50790.1
,,,AT1G67060.3,,,,AT1G70190.1
,,,AT4G37160.1,,,,AT2G25740.1
,,,AT2G16640.1,,,,AT4G22790.1
,,,AT3G49620.1,,,,AT4G22214.1
,,,AT1G04260.1,,,,AT1G75340.1
,,,AT3G47840.1,,,,AT3G49430.7
,,,AT5G05550.1,,,,AT1G27680.1
,,,AT1G29850.3,,,,AT2G42340.1
,,,AT5G66600.7,,,,AT1G44810.1
,,,AT5G18590.1,,,,AT3G14790.1
,,,AT5G18810.1,,,,AT1G07745.2
,,,AT5G24680.1,,,,AT1G07745.5
,,,AT5G02060.1,,,,AT5G53450.3
,,,AT1G20050.1,,,,AT5G53450.1
,,,AT5G61440.1,,,,AT1G54340.1
,,,AT2G36320.1,,,,AT1G52560.1
,,,AT5G62610.1,,,,AT2G27130.1
,,,AT1G19900.1,,,,AT5G57150.2
,,,AT1G55675.1,,,,AT1G71960.1
,,,AT4G27970.1,,,,AT5G24500.1
,,,AT5G27270.3,,,,AT5G67540.1
,,,AT4G24410.1,,,,AT3G08860.1
,,,AT1G02260.2,,,,AT2G18193.1
,,,AT1G02260.1,,,,AT4G01895.1
,,,AT1G65540.1,,,,AT5G02790.1
,,,AT5G01350.1,,,,AT2G30110.1
,,,AT5G61360.1,,,,AT1G01720.1
,,,AT2G40510.1,,,,AT2G14720.1
,,,AT1G15920.1,,,,AT5G40690.1
,,,AT1G68880.1,,,,AT1G05380.2
,,,AT1G35720.1,,,,AT2G32760.3
,,,AT4G21450.1,,,,AT5G50310.1
,,,AT4G13540.1,,,,AT4G17250.1
,,,AT2G28940.1,,,,AT3G18400.1
,,,AT5G47890.1,,,,AT2G01980.1
,,,AT3G42790.1,,,,AT2G45520.1
,,,AT2G36360.1,,,,AT1G61150.10
,,,AT2G40980.1,,,,AT1G69040.2
,,,AT5G44210.1,,,,AT3G47540.1
,,,AT3G18740.1,,,,AT3G03520.1
,,,AT1G30110.1,,,,AT5G49710.1
,,,AT4G34881.1,,,,AT5G49710.3
,,,AT2G38440.1,,,,AT5G49710.2
,,,AT1G16810.1,,,,AT2G22890.1
,,,AT2G34185.3,,,,AT2G44480.1
,,,AT3G47300.1,,,,AT2G21150.1
,,,AT5G20030.1,,,,AT1G21410.1
,,,AT5G45940.2,,,,AT5G45610.1
,,,AT2G41770.1,,,,AT2G01390.1
,,,AT5G02080.3,,,,AT4G05410.1
,,,AT5G63510.1,,,,AT1G05560.1
,,,AT3G49860.1,,,,AT1G19660.1
