Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
flg22Pa_6h,GO:0051726,regulation of cell cycle,154/7627,292/20876,9.76868006514678e-9,8.54628908373269e-8,5.410853466988141e-8,AT4G37650/AT2G27970/AT4G14150/AT1G66740/AT2G33560/AT1G44110/AT4G39630/AT1G65280/AT5G46280/AT2G04660/AT3G03130/AT1G47210/AT5G38110/AT2G45080/AT4G03270/AT3G10525/AT3G18524/AT3G12280/AT2G26760/AT1G10780/AT1G07370/AT1G78770/AT1G16330/AT4G21270/AT1G50240/AT2G44740/AT4G14220/AT1G17920/AT1G75150/AT1G22270/AT3G23890/AT3G24320/AT4G02570/AT2G22010/AT1G18040/AT2G32590/AT1G77390/AT2G26430/AT4G14200/AT1G05440/AT3G60840/AT5G27620/AT5G22000/AT5G58230/AT1G47230/AT1G44900/AT3G24495/AT3G63120/AT5G07290/AT1G33240/AT5G01910/AT2G40550/AT4G26760/AT1G09450/AT1G65470/AT2G27350/AT5G43080/AT5G48640/AT2G42890/AT5G51600/AT1G02690/AT3G16320/AT1G49620/AT4G29170/AT4G26300/AT5G04470/AT5G63610/AT1G01370/AT1G02970/AT5G17690/AT5G37010/AT4G01560/AT3G57860/AT5G65420/AT1G53140/AT3G48160/AT5G02370/AT3G58650/AT5G13960/AT3G06030/AT4G05190/AT4G33400/AT1G20330/AT5G24330/AT4G21820/AT1G73690/AT3G20150/AT5G48600/AT2G29680/AT1G04020/AT1G34355/AT5G13480/AT3G19590/AT5G06150/AT5G11510/AT1G67630/AT1G71230/AT4G11140/AT4G26660/AT4G22910/AT2G20000/AT5G07450/AT4G04950/AT5G56580/AT1G15570/AT5G61650/AT3G23740/AT1G68310/AT5G62410/AT5G05560/AT1G29400/AT4G02460/AT2G28620/AT3G59550/AT1G59540/AT3G49250/AT5G63920/AT2G40030/AT4G34160/AT5G60040/AT3G50630/AT3G51280/AT2G25270/AT5G48820/AT2G07170/AT2G38620/AT1G34460/AT2G31270/AT2G18040/AT5G67100/AT3G15550/AT2G36010/AT3G11520/AT2G16440/AT3G42660/AT4G37630/AT4G37490/AT2G18290/AT3G14190/AT2G31320/AT3G49240/AT3G02820/AT3G27060/AT2G07690/AT5G10440/AT5G63960/AT5G45190/AT5G08020/AT1G14750/AT1G69770/AT5G27680/AT5G61960/AT2G32710/AT5G06460,154
flg22Pa_6h,GO:0009873,ethylene-activated signaling pathway,77/7627,125/20876,1.0251856723665292e-8,8.921296595700223e-8,5.6482794043038344e-8,AT3G23250/AT2G26070/AT5G39610/AT1G80840/AT1G54100/AT4G29780/AT1G73500/AT4G17500/AT4G26080/AT3G44260/AT4G05100/AT3G12500/AT1G64610/AT1G27730/AT1G06160/AT3G23150/AT2G40940/AT4G33940/AT5G03730/AT5G40990/AT1G17750/AT2G32030/AT1G28370/AT1G32230/AT2G35940/AT2G26300/AT1G27130/AT3G55730/AT1G76650/AT5G59550/AT1G73730/AT4G34990/AT5G47230/AT4G13820/AT1G72520/AT1G07260/AT5G25190/AT1G23710/AT1G16540/AT1G66340/AT3G20770/AT4G04920/AT2G43580/AT5G22250/AT1G78080/AT5G07580/AT2G27310/AT3G16770/AT1G76600/AT5G38895/AT4G34000/AT2G46270/AT1G42990/AT4G29380/AT1G27320/AT1G32920/AT2G31230/AT5G44790/AT2G34600/AT4G17230/AT3G23240/AT1G72360/AT5G06960/AT5G64870/AT1G05575/AT5G44210/AT3G63010/AT3G55980/AT1G05840/AT3G15210/AT1G64060/AT5G47220/AT5G25350/AT3G46620/AT4G26400/AT4G17490/AT1G04310,77
flg22Pa_6h,GO:0016999,antibiotic metabolic process,231/7627,470/20876,1.0746739109376114e-8,9.302468350761547e-8,5.889608066625507e-8,AT2G19190/AT1G76970/AT5G25440/AT5G36880/AT1G33600/AT2G38290/AT1G80840/AT3G45040/AT3G47380/AT3G11840/AT3G26520/AT1G33590/AT1G51420/AT3G05800/AT4G14365/AT1G28380/AT5G08330/AT3G26830/AT3G52400/AT4G37640/AT3G58750/AT1G18570/AT5G17760/AT1G13930/AT3G28930/AT2G40750/AT5G09290/AT1G64610/AT1G05850/AT5G22570/AT5G22530/AT1G05010/AT4G33050/AT4G23450/AT3G61440/AT2G42600/AT2G39730/AT1G28480/AT2G23600/AT4G26120/AT5G13820/AT5G60900/AT2G41010/AT5G09650/AT3G03630/AT4G39670/AT2G04430/AT2G28800/AT1G67800/AT1G07890/AT4G16155/AT4G34390/AT4G12720/AT4G14290/AT4G34120/AT5G11920/AT2G42790/AT2G35370/AT2G36470/AT2G37040/AT1G73805/AT4G14220/AT4G03280/AT3G28510/AT2G30550/AT3G16950/AT1G29690/AT1G20620/AT3G50930/AT2G41680/AT5G47910/AT5G20830/AT1G04400/AT4G33150/AT4G33240/AT1G21160/AT4G11330/AT1G64280/AT5G14930/AT3G13750/AT1G03770/AT2G16060/AT4G35090/AT2G05940/AT1G66090/AT5G22000/AT4G35830/AT5G07800/AT5G40170/AT5G04540/AT2G41430/AT4G39830/AT4G01370/AT3G56400/AT5G04720/AT1G10500/AT1G78410/AT5G24930/AT4G10500/AT3G49220/AT1G23310/AT3G21630/AT4G27450/AT1G69690/AT3G14150/AT1G66340/AT5G44750/AT5G59420/AT1G08050/AT1G57630/AT2G17220/AT1G07000/AT4G36550/AT3G13100/AT2G04450/AT4G18360/AT5G08560/AT5G62000/AT1G11310/AT3G02550/AT5G04550/AT5G61010/AT1G18890/AT2G38470/AT2G23560/AT4G04920/AT1G68520/AT5G50920/AT5G21090/AT1G49860/AT5G06870/AT5G41990/AT1G17600/AT5G63780/AT1G30210/AT5G61210/AT3G47480/AT5G43320/AT1G66880/AT5G61290/AT1G10340/AT3G45640/AT1G32130/AT5G54860/AT5G48380/AT2G35930/AT1G24150/AT3G11820/AT5G10380/AT4G32360/AT5G04140/AT5G24090/AT1G67140/AT2G38650/AT2G45300/AT1G48420/AT5G39020/AT1G74640/AT1G02170/AT3G51130/AT2G23680/AT2G46400/AT1G63940/AT2G44490/AT5G60410/AT3G13950/AT3G48080/AT2G26560/AT3G16910/AT3G01830/AT3G16720/AT4G39890/AT5G67340/AT3G59660/AT1G10170/AT4G04700/AT4G35600/AT1G59870/AT3G17700/AT3G14130/AT3G52880/AT5G15120/AT1G06680/AT3G01480/AT1G53130/AT1G34420/AT5G24320/AT4G36150/AT3G09830/AT4G26090/AT5G02490/AT1G74360/AT1G01560/AT1G16670/AT4G08500/AT3G14940/AT4G36730/AT5G43910/AT4G26970/AT4G23810/AT1G53310/AT4G23470/AT2G11520/AT4G37150/AT3G52430/AT5G17420/AT2G35980/AT4G09650/AT5G58670/AT5G44070/AT5G05730/AT4G18640/AT4G01010/AT3G54640/AT1G66200/AT4G26070/AT4G12470/AT1G64060/AT1G53230/AT3G17410/AT1G20630/AT5G42650/AT3G14470/AT2G39010/AT1G32060/AT1G02220/AT3G09020/AT2G45760/AT3G09940/AT5G45110/AT5G26920,231
flg22Pa_6h,GO:0009684,indoleacetic acid biosynthetic process,69/7627,109/20876,1.1859057063474881e-8,1.0211272292549949e-7,6.464992881140877e-8,AT1G75750/AT3G53180/AT1G51800/AT4G36670/AT4G13770/AT5G01750/AT2G30860/AT3G44310/AT1G73500/AT3G26830/AT1G70560/AT2G43100/AT5G17990/AT2G38860/AT3G28940/AT1G74100/AT4G33050/AT3G61440/AT4G31500/AT4G39940/AT2G20610/AT5G09650/AT2G04400/AT1G19300/AT2G20960/AT4G28030/AT5G60750/AT1G80360/AT4G39950/AT4G30530/AT1G62560/AT2G30870/AT3G48890/AT5G19240/AT1G18590/AT3G23820/AT4G15300/AT3G13110/AT5G49760/AT5G54810/AT1G78370/AT3G50740/AT4G08770/AT1G24100/AT1G74090/AT5G36140/AT2G30990/AT2G22330/AT2G44490/AT1G08930/AT2G18690/AT1G13110/AT5G04590/AT2G05520/AT1G13750/AT2G46650/AT5G26600/AT5G05730/AT3G22890/AT4G04610/AT3G54640/AT2G22990/AT3G04110/AT5G42650/AT3G44300/AT2G46330/AT5G44020/AT2G06050/AT1G52200,69
flg22Pa_6h,GO:0009850,auxin metabolic process,85/7627,143/20876,2.0065908291912607e-8,1.7187343437470695e-7,1.088170502024911e-7,AT1G75750/AT3G53180/AT1G51800/AT4G36670/AT4G13770/AT5G01750/AT2G30860/AT3G44310/AT1G73500/AT1G25220/AT3G26830/AT1G70560/AT2G43100/AT5G17990/AT2G38860/AT3G28940/AT1G74100/AT4G33050/AT3G61440/AT4G31500/AT4G39940/AT2G20610/AT5G09650/AT2G04400/AT1G19300/AT5G25620/AT2G20960/AT1G75500/AT3G02875/AT4G28030/AT5G60750/AT1G80360/AT4G39950/AT4G30530/AT1G62560/AT2G30870/AT3G48890/AT5G19240/AT1G18590/AT3G10870/AT1G05680/AT3G23820/AT4G15300/AT3G13110/AT5G49760/AT5G54810/AT2G31750/AT1G78370/AT3G50740/AT4G08770/AT1G24100/AT1G74090/AT5G36140/AT5G14420/AT1G04610/AT2G30990/AT3G05290/AT2G22330/AT2G44490/AT1G08930/AT3G01650/AT5G14220/AT1G44350/AT5G43890/AT2G18690/AT5G27520/AT1G13110/AT5G04590/AT2G05520/AT1G13750/AT2G46650/AT5G26600/AT5G05730/AT3G22890/AT4G04610/AT3G54640/AT2G22990/AT3G04110/AT5G42650/AT4G14430/AT3G44300/AT2G46330/AT5G44020/AT2G06050/AT1G52200,85
flg22Pa_6h,GO:0016036,cellular response to phosphate starvation,80/7627,133/20876,2.4770342771921003e-8,2.1106396236907688e-7,1.3362948074325805e-7,AT4G12250/AT2G33770/AT1G66270/AT5G57910/AT1G73170/AT5G58350/AT3G54470/AT2G42600/AT4G37870/AT4G30490/AT1G73010/AT3G03610/AT2G21620/AT1G67600/AT2G22240/AT3G03250/AT3G17000/AT1G68740/AT1G32940/AT5G01220/AT2G30550/AT1G20620/AT2G02870/AT3G20330/AT3G52820/AT3G17790/AT4G35090/AT2G05940/AT4G31240/AT5G54730/AT2G02470/AT4G04040/AT3G02980/AT1G63010/AT2G03260/AT1G62300/AT3G17770/AT1G30270/AT1G12640/AT2G16430/AT1G71040/AT2G45570/AT2G47190/AT1G27320/AT5G60410/AT3G23870/AT4G28610/AT5G42870/AT3G25710/AT1G22990/AT5G13080/AT1G23010/AT3G43110/AT1G54710/AT4G02380/AT5G41080/AT5G48400/AT1G14040/AT1G02310/AT3G23430/AT4G17650/AT1G69930/AT3G03520/AT1G53310/AT1G71130/AT2G34500/AT3G09560/AT4G31860/AT5G20150/AT4G04800/AT3G17410/AT1G20630/AT3G62980/AT2G03240/AT5G20410/AT1G19200/AT2G42690/AT3G53900/AT2G01830/AT4G21470,80
flg22Pa_6h,GO:0048509,regulation of meristem development,122/7627,224/20876,3.031146814231906e-8,2.5694073513385486e-7,1.6267512763589834e-7,AT3G55720/AT2G02130/AT5G09760/AT5G16390/AT3G08680/AT1G69420/AT2G04025/AT4G16340/AT5G45600/AT3G13510/AT1G05850/AT1G76410/AT2G26730/AT1G71695/AT4G22130/AT5G62430/AT2G19970/AT4G14770/AT5G03730/AT5G55480/AT3G61130/AT2G15570/AT4G31840/AT1G48480/AT1G78060/AT5G46700/AT1G75500/AT2G38370/AT5G13290/AT1G22060/AT4G27180/AT5G47820/AT1G09840/AT1G18250/AT1G70370/AT1G31320/AT1G04400/AT5G15160/AT1G10480/AT3G16857/AT3G49670/AT1G26530/AT2G05920/AT4G29020/AT2G21050/AT5G49990/AT4G36180/AT3G22780/AT1G44900/AT4G22010/AT1G32190/AT1G52150/AT4G38660/AT1G65470/AT4G03210/AT2G22420/AT3G11560/AT5G65700/AT3G17840/AT5G51560/AT3G07410/AT2G22230/AT2G29550/AT4G36360/AT1G27370/AT2G04780/AT3G47710/AT1G68060/AT2G42840/AT4G40060/AT3G06020/AT2G43360/AT5G57130/AT5G01890/AT4G34980/AT1G54200/AT1G04020/AT5G61480/AT5G15580/AT1G74690/AT4G31920/AT5G56040/AT5G58300/AT1G27320/AT4G00400/AT5G48800/AT2G14890/AT2G23950/AT3G56370/AT3G19820/AT2G42620/AT2G26170/AT5G16000/AT2G26670/AT4G34160/AT2G25880/AT4G20270/AT3G18730/AT1G75680/AT3G01810/AT3G02250/AT3G06500/AT1G04680/AT4G30520/AT3G06035/AT4G28190/AT4G23740/AT4G24190/AT5G19010/AT5G01590/AT5G03680/AT3G63200/AT1G70940/AT1G13620/AT4G37590/AT1G18835/AT2G05790/AT5G66460/AT1G33055/AT2G45450/AT3G52750/AT2G01830,122
flg22Pa_6h,GO:0034754,cellular hormone metabolic process,98/7627,172/20876,3.557928221388867e-8,3.000397201129993e-7,1.8996209277518423e-7,AT1G75750/AT3G53180/AT1G51800/AT4G36670/AT5G19040/AT4G13770/AT5G01750/AT2G30860/AT3G44310/AT1G73500/AT3G25730/AT3G26830/AT1G70560/AT2G43100/AT5G17990/AT2G38860/AT3G28940/AT1G74100/AT4G33050/AT3G61440/AT4G31500/AT4G39940/AT5G07300/AT2G20610/AT5G09650/AT2G04400/AT1G19300/AT4G32860/AT2G20960/AT5G37680/AT4G37890/AT4G28030/AT5G60750/AT1G80360/AT4G39950/AT4G30530/AT1G62560/AT4G37940/AT2G30870/AT3G48890/AT5G19240/AT1G18590/AT3G10870/AT5G60710/AT1G66340/AT3G23820/AT4G15300/AT3G13110/AT4G00940/AT1G08050/AT5G49760/AT4G29740/AT5G54810/AT1G78370/AT2G19500/AT3G50740/AT4G08770/AT3G23630/AT1G24100/AT1G74090/AT5G36140/AT5G14420/AT2G30990/AT2G22330/AT2G44490/AT5G21482/AT1G08930/AT4G18610/AT1G72500/AT3G01650/AT1G78815/AT3G63110/AT4G02460/AT2G18690/AT1G13110/AT2G30840/AT5G04590/AT5G56970/AT2G05520/AT1G13750/AT2G46650/AT3G49730/AT5G26600/AT5G05730/AT5G20040/AT3G22890/AT4G04610/AT3G54640/AT2G22990/AT3G04110/AT5G42650/AT1G27450/AT3G44300/AT2G46330/AT5G44020/AT2G20320/AT2G06050/AT1G52200,98
flg22Pa_6h,GO:0000160,phosphorelay signal transduction system,82/7627,138/20876,3.6202432447862484e-8,3.037291255625796e-7,1.9229794077569063e-7,AT3G23250/AT2G26070/AT5G39610/AT1G80840/AT1G54100/AT4G29780/AT1G59940/AT1G73500/AT4G17500/AT4G26080/AT3G44260/AT4G05100/AT3G12500/AT1G64610/AT1G27730/AT1G06160/AT3G23150/AT2G40940/AT4G33940/AT5G03730/AT5G40990/AT1G17750/AT2G32030/AT1G28370/AT1G32230/AT2G35940/AT2G26300/AT1G27130/AT3G55730/AT1G76650/AT5G59550/AT1G19050/AT1G73730/AT4G34990/AT5G47230/AT4G13820/AT1G72520/AT1G07260/AT5G25190/AT1G23710/AT1G16540/AT1G66340/AT3G20770/AT4G04920/AT2G43580/AT5G22250/AT1G78080/AT5G07580/AT2G27310/AT3G16770/AT1G76600/AT5G38895/AT4G34000/AT2G46270/AT1G42990/AT4G29380/AT1G27320/AT1G32920/AT2G31230/AT5G44790/AT5G62920/AT2G34600/AT4G17230/AT3G23240/AT1G72360/AT5G06960/AT5G64870/AT1G05575/AT5G44210/AT3G63010/AT2G41310/AT3G55980/AT1G05840/AT3G15210/AT1G64060/AT5G47220/AT5G25350/AT3G46620/AT4G26400/AT2G01830/AT4G17490/AT1G04310,82
flg22Pa_6h,GO:0080167,response to karrikin,77/7627,128/20876,4.472350644411049e-8,3.733043701151263e-7,2.3634763878090617e-7,AT1G25275/AT3G55720/AT5G05600/AT5G25460/AT4G27280/AT1G10960/AT5G18470/AT1G33590/AT2G47930/AT1G10370/AT2G39980/AT2G30490/AT5G42900/AT3G44450/AT3G44720/AT3G17609/AT3G57520/AT2G37040/AT5G48500/AT4G03280/AT3G11600/AT4G33150/AT3G60290/AT5G40780/AT2G16660/AT5G11260/AT1G31350/AT3G22840/AT1G74670/AT3G55120/AT1G05680/AT5G51810/AT1G17200/AT3G45060/AT5G07460/AT5G13750/AT3G21090/AT3G47470/AT4G24110/AT2G29980/AT1G53070/AT5G02270/AT3G52740/AT4G37470/AT4G30400/AT3G02910/AT4G37290/AT1G61890/AT4G14440/AT3G53260/AT5G51550/AT5G17050/AT5G64620/AT2G16365/AT1G23010/AT5G06980/AT5G48540/AT4G33980/AT3G13790/AT5G08640/AT2G26250/AT1G70420/AT1G78290/AT5G66920/AT5G57710/AT2G23910/AT5G62210/AT4G35110/AT4G01970/AT4G37370/AT3G52930/AT2G34650/AT5G57785/AT1G01300/AT5G05270/AT5G63810/AT5G20250,77
flg22Pa_6h,GO:0051225,spindle assembly,35/7627,46/20876,5.189865925607705e-8,4.309959722991983e-7,2.72873527694255e-7,AT1G08560/AT4G14150/AT2G44190/AT5G19400/AT4G31840/AT1G78770/AT4G21270/AT1G50240/AT3G20260/AT3G23890/AT1G18040/AT2G01750/AT3G60840/AT3G22780/AT2G16270/AT4G26760/AT1G09450/AT5G51600/AT1G02970/AT4G05190/AT5G55520/AT5G24330/AT3G60740/AT5G11510/AT1G15570/AT5G23910/AT3G59550/AT1G59540/AT4G34160/AT5G48820/AT3G51290/AT3G11520/AT1G63470/AT5G18410/AT4G15830,35
flg22Pa_6h,GO:0010089,xylem development,55/7627,84/20876,6.5491539913965e-8,5.411321176729634e-7,3.426032710012843e-7,AT1G22740/AT3G55720/AT5G48070/AT1G09540/AT5G51590/AT1G71930/AT1G73640/AT2G44830/AT4G25320/AT2G03090/AT4G37750/AT1G63520/AT1G10480/AT1G62990/AT1G79430/AT4G39720/AT5G38020/AT1G30515/AT5G60720/AT4G11450/AT1G52150/AT2G31900/AT5G13300/AT5G64530/AT5G53090/AT5G65420/AT2G23050/AT1G73590/AT5G01360/AT1G09460/AT3G24770/AT3G20150/AT5G20540/AT5G61480/AT5G05160/AT5G05940/AT1G78120/AT1G62770/AT1G16530/AT5G62380/AT5G15120/AT4G13210/AT5G54690/AT5G14510/AT2G28250/AT3G18400/AT1G01225/AT5G17420/AT3G47950/AT2G46760/AT4G02290/AT1G33440/AT4G32880/AT1G13950/AT3G54260,55
flg22Pa_6h,GO:0044550,secondary metabolite biosynthetic process,162/7627,317/20876,6.828563239156733e-8,5.613833899125836e-7,3.554248202766584e-7,AT1G64160/AT1G51680/AT1G33030/AT3G13610/AT1G76470/AT1G48850/AT5G14200/AT4G13770/AT2G39430/AT1G73500/AT1G72680/AT1G80820/AT1G61820/AT4G39350/AT3G26830/AT1G16400/AT2G38170/AT2G43100/AT4G34050/AT1G22410/AT2G31790/AT1G18570/AT1G63910/AT1G13930/AT2G38860/AT1G32100/AT1G31420/AT1G05850/AT3G58990/AT3G28940/AT1G28680/AT3G21240/AT1G74100/AT2G30490/AT3G61440/AT4G31500/AT1G31230/AT3G03190/AT4G39940/AT5G24760/AT3G03990/AT2G20610/AT4G23690/AT5G09650/AT2G43000/AT5G17520/AT4G39330/AT3G52180/AT2G44790/AT2G33600/AT3G44550/AT1G21440/AT5G60020/AT5G60890/AT2G37040/AT5G01220/AT5G45930/AT4G39950/AT1G66800/AT1G35580/AT4G37970/AT1G62560/AT3G24503/AT1G58170/AT2G14750/AT4G13660/AT2G30870/AT4G02500/AT1G77520/AT5G14700/AT1G13440/AT3G56400/AT4G23850/AT1G18590/AT4G39970/AT1G77530/AT5G48100/AT2G30930/AT3G45160/AT5G61420/AT3G21230/AT2G37460/AT1G04220/AT3G13110/AT5G57220/AT5G13930/AT2G38470/AT5G22630/AT5G48300/AT4G11190/AT4G24930/AT1G24100/AT4G34980/AT4G23100/AT3G45640/AT1G74090/AT3G06510/AT4G27520/AT1G09490/AT1G65860/AT5G35360/AT3G53260/AT5G10380/AT1G30120/AT1G16490/AT1G48420/AT2G22330/AT2G44490/AT3G09710/AT1G12110/AT1G78680/AT1G75900/AT5G58330/AT1G09480/AT2G33590/AT4G12030/AT2G26170/AT2G21100/AT1G55210/AT2G47890/AT3G17390/AT3G26060/AT2G25450/AT4G30020/AT5G23190/AT2G24280/AT5G04590/AT2G05520/AT3G23430/AT4G37800/AT2G46650/AT1G67980/AT1G21270/AT1G62380/AT3G02250/AT4G21960/AT1G61810/AT3G63410/AT5G05170/AT4G36220/AT4G35760/AT4G25030/AT4G34230/AT5G44070/AT4G11210/AT5G05730/AT2G23910/AT3G22890/AT4G04610/AT4G26070/AT1G03980/AT4G39800/AT5G42650/AT1G69870/AT3G02470/AT2G31670/AT4G34100/AT4G03070/AT2G42690/AT5G44020/AT4G27260/AT2G26900,162
flg22Pa_6h,GO:0050801,ion homeostasis,173/7627,343/20876,8.07627002008707e-8,6.606388876431224e-7,4.1826577367187783e-7,AT5G47450/AT4G25220/AT4G19680/AT3G16570/AT1G30380/AT3G53420/AT1G18980/AT1G12740/AT5G01750/AT4G02270/AT4G26010/AT3G26520/AT5G60660/AT5G53250/AT5G51160/AT2G33770/AT5G26310/AT5G57110/AT4G37650/AT2G26650/AT5G13740/AT2G38170/AT4G00430/AT5G44610/AT3G11620/AT2G24720/AT5G47770/AT2G26820/AT3G21180/AT2G20260/AT3G23090/AT4G23700/AT3G47220/AT3G09390/AT1G05010/AT4G24160/AT5G26010/AT2G23150/AT3G47420/AT1G72200/AT2G01530/AT1G29390/AT3G62270/AT3G63380/AT5G17520/AT5G53490/AT3G09290/AT4G29900/AT2G19110/AT1G32450/AT2G29330/AT4G32190/AT4G30996/AT2G29750/AT1G04400/AT2G34830/AT3G21710/AT3G56970/AT1G58290/AT3G17790/AT3G02040/AT3G47640/AT4G13660/AT5G04340/AT2G30870/AT4G35830/AT1G01580/AT3G18290/AT1G44800/AT3G54820/AT5G63530/AT1G08490/AT2G02470/AT5G40890/AT4G38830/AT5G24930/AT1G65960/AT1G09090/AT2G27000/AT5G11210/AT1G12520/AT3G15353/AT3G56090/AT4G31910/AT1G03130/AT5G49760/AT2G29120/AT3G52840/AT3G22910/AT3G47470/AT5G48000/AT2G41560/AT2G47160/AT2G48130/AT4G12330/AT4G16370/AT1G58340/AT2G39380/AT5G63600/AT5G17820/AT1G05260/AT1G68150/AT5G67330/AT3G47040/AT3G07520/AT5G24270/AT4G19690/AT5G02600/AT1G70610/AT2G29100/AT3G01420/AT3G01290/AT4G26130/AT2G44490/AT1G72610/AT2G13360/AT4G28610/AT3G45710/AT5G24030/AT3G25930/AT5G10170/AT5G52060/AT5G09220/AT1G71692/AT3G19010/AT3G15690/AT1G70890/AT5G48410/AT1G59870/AT1G08990/AT3G59220/AT5G63590/AT3G01260/AT2G13100/AT5G48400/AT1G13110/AT3G16240/AT3G23430/AT3G14940/AT5G02160/AT2G14100/AT1G23190/AT3G57330/AT4G21960/AT3G09220/AT2G18980/AT1G23020/AT4G28630/AT2G15290/AT1G68880/AT1G35720/AT5G47560/AT4G15400/AT3G51920/AT5G41610/AT3G06483/AT5G55470/AT1G66200/AT1G66970/AT1G30560/AT3G04110/AT2G26690/AT1G77330/AT1G18970/AT2G39010/AT3G51860/AT5G19970/AT5G44020/AT4G12800/AT2G28960/AT2G39110/AT1G52200/AT4G25090,173
flg22Pa_6h,GO:0006576,cellular biogenic amine metabolic process,90/7627,157/20876,8.60053766891719e-8,7.000238620073892e-7,4.432013127108938e-7,AT2G36830/AT1G75750/AT3G53180/AT1G51680/AT1G51800/AT4G36670/AT5G01750/AT2G30860/AT1G73500/AT1G25220/AT1G74540/AT4G34050/AT5G17990/AT1G48600/AT5G47770/AT2G38860/AT2G43020/AT3G28940/AT1G74100/AT4G33050/AT4G31500/AT5G56080/AT4G39940/AT2G20610/AT2G04400/AT1G19300/AT1G07890/AT2G20960/AT1G75500/AT5G60890/AT1G32450/AT4G28030/AT2G37040/AT5G60750/AT1G80360/AT4G39950/AT4G30530/AT1G51720/AT2G30870/AT5G19240/AT2G27450/AT1G18590/AT3G23820/AT4G15300/AT3G18000/AT3G13110/AT5G49760/AT4G27070/AT5G54810/AT4G36360/AT5G05590/AT1G43710/AT5G13700/AT1G78370/AT3G50740/AT1G24100/AT5G36140/AT3G53260/AT1G30120/AT2G30990/AT2G22330/AT2G44490/AT1G08930/AT1G74550/AT5G24030/AT5G59980/AT5G07440/AT2G18690/AT5G53120/AT2G29690/AT1G13110/AT1G56430/AT2G05520/AT1G13750/AT2G46650/AT1G07780/AT5G26600/AT5G05730/AT3G22890/AT3G54640/AT1G65040/AT1G66200/AT3G04110/AT4G33420/AT5G42650/AT3G02470/AT2G46330/AT2G06050/AT1G52200/AT5G04950,90
flg22Pa_6h,GO:0035966,response to topologically incorrect protein,184/7627,369/20876,9.06055577073463e-8,7.338153089565274e-7,4.6459546005226036e-7,AT1G76970/AT3G57550/AT2G38290/AT5G01540/AT1G80840/AT3G45040/AT5G06860/AT1G19180/AT4G14365/AT5G11520/AT4G26080/AT3G52400/AT4G37640/AT3G58750/AT4G22530/AT1G27980/AT3G49370/AT1G15430/AT1G64610/AT3G27080/AT4G33050/AT3G13430/AT1G28480/AT3G02840/AT5G63790/AT2G16740/AT1G68640/AT3G51890/AT3G13550/AT4G39670/AT3G51260/AT5G49450/AT2G46500/AT3G63380/AT1G07890/AT2G40140/AT1G19020/AT4G34390/AT4G17615/AT4G12720/AT3G17000/AT4G33920/AT3G58120/AT2G17520/AT2G42790/AT5G65110/AT2G39650/AT3G17609/AT4G35180/AT2G31260/AT1G50490/AT2G29470/AT1G28370/AT1G32230/AT1G12360/AT3G28340/AT1G14000/AT5G42010/AT3G55440/AT5G59550/AT1G03860/AT3G10640/AT5G41100/AT1G77390/AT1G64280/AT5G14930/AT3G22200/AT5G40780/AT2G17770/AT5G13190/AT3G08720/AT1G17170/AT4G08180/AT2G41070/AT1G73730/AT2G05940/AT1G75390/AT2G31370/AT3G05360/AT1G49910/AT4G01370/AT1G43700/AT3G21630/AT5G48180/AT1G16540/AT3G16320/AT3G26910/AT1G08050/AT1G07000/AT5G06839/AT4G36030/AT2G27020/AT1G18890/AT5G27420/AT3G59700/AT3G28450/AT4G39850/AT5G61210/AT4G14800/AT1G56450/AT5G42380/AT3G10800/AT3G19590/AT3G05580/AT3G11820/AT5G40580/AT2G18680/AT5G28770/AT3G20410/AT1G02170/AT1G76700/AT2G46270/AT3G05290/AT1G42990/AT3G01290/AT1G22400/AT2G20010/AT4G20830/AT1G24140/AT4G22910/AT2G20000/AT4G36990/AT1G07630/AT3G19290/AT5G59820/AT3G54620/AT4G16450/AT3G49760/AT3G01830/AT1G15570/AT4G39890/AT5G67340/AT2G02810/AT5G05560/AT4G02380/AT3G06860/AT2G20140/AT2G42380/AT4G23190/AT1G76150/AT3G49530/AT1G10050/AT4G35900/AT5G24810/AT5G02490/AT1G74360/AT1G01560/AT1G16670/AT4G08500/AT5G42050/AT1G69930/AT2G11520/AT5G06960/AT5G10695/AT3G52430/AT2G18040/AT1G64230/AT3G15500/AT5G62570/AT4G33430/AT4G25030/AT3G63010/AT4G34590/AT2G18290/AT4G13940/AT2G22850/AT3G57450/AT5G64760/AT2G25735/AT2G02390/AT1G64060/AT5G20990/AT3G54100/AT2G33150/AT1G75990/AT3G17410/AT4G14430/AT3G52930/AT4G34150/AT1G50740/AT1G16210/AT5G26030/AT1G45050/AT5G15730,184
