Gene,logFC,Fold,logCPM,LR,PValue,FDR
AT4G24680,-0.00351383,-1.00243857,7.058047083,0.003734819,0.951269085,0.97946177
AT4G15410,-0.003457283,-1.00239928,5.447604352,0.001744975,0.966679737,0.986287969
AT4G20420,-0.003408834,-1.002365618,2.205915024,0.000255255,0.987252979,0.994859087
AT1G20890,-0.003370049,-1.00233867,3.603641499,0.000721027,0.978577816,0.990479523
AT4G15415,-0.003355899,-1.002328839,5.524698578,0.002156651,0.962959748,0.984543576
AT3G46790,-0.003351661,-1.002325895,3.746041952,0.000542879,0.981411163,0.991869107
AT5G44800,-0.00330037,-1.002290261,7.17557168,0.002891354,0.957117365,0.98209674
AT4G18380,-0.003239776,-1.002248165,5.042184465,0.001711313,0.967002506,0.986313266
AT5G44020,-0.003193307,-1.002215883,8.098296081,0.000784166,0.977659784,0.990030362
AT3G47620,-0.003169854,-1.002199591,5.930267745,0.00090091,0.976054956,0.989750095
AT4G14660,-0.003155917,-1.002189909,2.622860379,0.000311767,0.985912543,0.994209212
AT1G75190,-0.003119068,-1.002164312,1.990630705,0.000198451,0.988760351,0.995524365
AT5G48230,-0.00310916,-1.002157429,7.265957057,0.000965184,0.97521578,0.989455394
AT2G21380,-0.003104304,-1.002154056,5.493732475,0.001224015,0.972090969,0.988238987
AT1G08900,-0.003029442,-1.002102056,2.517021377,0.000225263,0.988025183,0.995286417
AT5G41610,-0.002976647,-1.002065385,3.798911583,0.000503279,0.982101852,0.992316584
AT5G56140,-0.002945441,-1.00204371,6.703787697,0.00128009,0.971459099,0.987897733
AT5G25380,-0.002934226,-1.00203592,1.272402293,0.000108269,0.991697952,0.996728412
AT3G56030,-0.002923339,-1.002028359,2.755819977,0.000366557,0.984724901,0.99357014
AT1G09840,-0.00291805,-1.002024685,6.52523283,0.002069303,0.963717074,0.984782093
AT4G09620,-0.002890765,-1.002005735,4.440789188,0.000568589,0.980976166,0.991679886
AT4G09830,-0.002795174,-1.001939345,6.863452789,0.00078975,0.977580411,0.990030362
AT1G65010,-0.002791422,-1.00193674,7.257539164,0.001347253,0.970720262,0.987542417
AT4G03115,-0.00277883,-1.001927995,2.950038285,0.000232955,0.987822472,0.995132309
AT5G08130,-0.002737929,-1.00189959,6.647203642,0.001498414,0.969122118,0.98687522
AT3G05580,-0.002737618,-1.001899374,5.209899499,0.001053241,0.97411026,0.98914708
AT3G06820,-0.002734522,-1.001897224,4.635826935,0.000892836,0.976162463,0.989750095
AT2G31480,-0.002730755,-1.001894607,1.303941247,6.56E-05,0.993537031,0.997430032
AT1G56340,-0.002729844,-1.001893975,8.525297826,0.00097338,0.975110811,0.989433874
AT1G65440,-0.002704003,-1.00187603,7.707624333,0.001923456,0.965018216,0.985504416
AT1G61350,-0.002664964,-1.00184892,3.854092206,0.000450336,0.983069273,0.99289302
AT5G01260,-0.002655579,-1.001842403,3.524002463,0.000367118,0.984713218,0.99357014
AT4G10810,-0.002643311,-1.001833883,5.096031352,0.000970696,0.975145128,0.989433874
AT2G40840,-0.002583201,-1.001792142,6.242013467,0.001343205,0.970764262,0.987542417
AT5G66440,-0.002546477,-1.001766642,4.088814103,0.000397333,0.984096644,0.993413425
AT1G13380,-0.002531649,-1.001756346,5.204104085,0.000581076,0.980768443,0.991519984
AT4G25410,-0.002518226,-1.001747026,2.952309868,0.000134999,0.990729656,0.996340516
AT1G27600,-0.002505295,-1.001738047,5.737385429,0.001549616,0.96859925,0.986744461
AT1G29660,-0.002501604,-1.001735484,3.137759974,9.27E-05,0.99231805,0.996877009
AT2G16050,-0.002465951,-1.001710729,2.681965301,0.000183368,0.989195904,0.995764005
AT4G32140,-0.002422064,-1.001680257,5.087775976,0.000868933,0.976483635,0.989750095
AT2G32520,-0.002356087,-1.001634449,6.083743954,0.001387537,0.970285946,0.987407188
AT4G39470,-0.002328957,-1.001615614,2.989402701,0.000149817,0.990234145,0.996148983
AT2G23370,-0.002226845,-1.001544723,4.329005948,0.000412955,0.983787069,0.993317196
AT1G01230,-0.002221288,-1.001540865,4.996470732,0.00060569,0.980365431,0.991343418
AT5G63460,-0.002184955,-1.001515643,4.408423471,0.000493246,0.982281122,0.992397507
AT3G55000,-0.002143501,-1.001486866,4.857152459,0.000642304,0.979780799,0.99123976
AT5G23535,-0.002047213,-1.001420027,5.306824754,0.00038902,0.984263864,0.993413425
AT1G55320,-0.002036347,-1.001412485,5.335430811,0.000549775,0.981293497,0.991800276
AT4G11920,-0.001955616,-1.001356449,3.702791796,0.000295886,0.986276005,0.994375044
AT2G29525,-0.001952087,-1.001354,3.516504124,0.000268085,0.98693657,0.994640411
AT3G48195,-0.001940393,-1.001345883,5.416243164,0.000526062,0.981701283,0.992062116
AT3G13235,-0.001898426,-1.001316755,5.911186489,0.000646686,0.979711973,0.99123976
AT3G62270,-0.001890718,-1.001311405,5.9057564,0.000423581,0.983579831,0.993258292
AT1G11890,-0.001878051,-1.001302614,5.641395523,0.000591314,0.980599788,0.991404422
AT5G27390,-0.001876032,-1.001301212,2.379816641,8.98E-05,0.992440218,0.996923684
AT3G04980,-0.001875105,-1.001300569,2.661385865,0.000114145,0.991475682,0.996555065
AT4G38210,-0.00187504,-1.001300524,3.506349474,0.000155122,0.990062771,0.996135554
AT5G02070,-0.001874363,-1.001300054,3.469232975,0.000141374,0.990513324,0.99625983
AT5G52190,-0.001863718,-1.001292666,0.072939355,1.65E-05,0.996755825,0.998802142
AT1G15020,-0.001804429,-1.001251518,5.599374768,0.00064929,0.979671169,0.99123976
AT2G23390,-0.001735879,-1.001203944,4.249205786,0.000199629,0.988727066,0.995524365
AT1G04240,-0.001710081,-1.001186041,5.219915515,0.000218435,0.988208059,0.995370428
AT5G14530,-0.001686794,-1.00116988,3.94499881,0.00020327,0.988624719,0.995524365
AT3G09032,-0.001679469,-1.001164797,2.428782027,6.62E-05,0.993508419,0.997430032
AT4G26640,-0.001588022,-1.001101339,5.730417653,0.000611552,0.980270663,0.991343418
AT2G18196,-0.001550691,-1.001075435,4.392618926,0.000166746,0.989697194,0.996016355
AT5G65760,-0.001510586,-1.001047607,5.613472813,0.000494309,0.982262039,0.992397507
AT3G03360,-0.001468749,-1.001018578,4.446197713,0.000132924,0.990801195,0.996340516
AT1G24490,-0.001435405,-1.000995442,4.565870784,0.000245189,0.987506814,0.99501467
AT5G19460,-0.001429119,-1.000991081,3.557609938,0.000140735,0.990534771,0.99625983
AT4G12130,-0.001400844,-1.000971463,3.820947827,0.000151054,0.99019394,0.996148983
AT4G38150,-0.001375634,-1.000953972,3.370968362,6.55E-05,0.993542387,0.997430032
AT5G38280,-0.001359803,-1.000942988,5.104657354,0.000216457,0.988261551,0.995374209
AT5G20360,-0.001306556,-1.000906046,4.60755302,0.000163945,0.989784086,0.996016355
AT2G33620,-0.001283026,-1.000889721,5.517470135,0.000129203,0.990930834,0.996357728
AT5G01590,-0.00121922,-1.000845456,5.301420525,0.000223234,0.988079247,0.995290779
AT4G24370,-0.001210904,-1.000839687,3.14757191,8.01E-05,0.99286128,0.997296589
AT1G17790,-0.001202732,-1.000834018,3.643021513,9.26E-05,0.99232121,0.996877009
AT1G30290,-0.001196731,-1.000829855,3.255527123,7.53E-05,0.993076075,0.997378329
AT3G19120,-0.001169006,-1.000810621,5.482799087,0.000205415,0.988564869,0.995524365
AT3G50370,-0.001087643,-1.000754181,8.692411477,0.000334271,0.98541302,0.993855728
AT5G41100,-0.001073807,-1.000744584,4.798571067,0.000131903,0.990836563,0.996340516
AT5G07680,-0.001064714,-1.000738276,5.772875183,9.75E-05,0.992122425,0.996877009
AT2G40970,-0.001040851,-1.000721723,5.477431761,9.38E-05,0.992272681,0.996877009
AT2G42610,-0.000996563,-1.000691003,3.051671336,1.91E-05,0.996511681,0.99870752
AT3G20490,-0.000953808,-1.000661348,3.84834759,6.07E-05,0.993784164,0.997509628
AT1G10155,-0.000951536,-1.000659772,1.924134553,1.67E-05,0.996737243,0.998802142
AT1G05785,-0.000928696,-1.000643931,3.711094521,6.93E-05,0.993356801,0.997430032
AT1G78840,-0.000902941,-1.000626067,0.183828185,4.70E-06,0.998269988,0.999236777
AT3G47910,-0.000891513,-1.000618141,6.56848045,0.000167903,0.989661512,0.996016355
AT2G44100,-0.000875294,-1.000606892,7.973936887,0.000279263,0.986667043,0.994569126
AT2G47210,-0.000829958,-1.000575448,5.699577172,0.00016912,0.989624121,0.996016355
AT1G76050,-0.000828728,-1.000574595,3.655236957,4.07E-05,0.99491123,0.998065103
AT2G18730,-0.000807763,-1.000560055,5.567358712,7.65E-05,0.993021859,0.997378329
AT3G61530,-0.000804915,-1.00055808,3.871889234,6.09E-05,0.993773559,0.997509628
AT5G38840,-0.000793292,-1.000550019,5.190273147,6.19E-05,0.993721715,0.997509628
AT2G34340,-0.000791133,-1.000548522,1.623809812,1.04E-05,0.997430706,0.998991594
AT5G63770,-0.000786776,-1.0005455,4.921720901,7.39E-05,0.993142012,0.997378329
AT1G47240,-0.00073014,-1.000506223,4.988427997,7.40E-05,0.993137791,0.997378329
AT2G01100,-0.000704464,-1.000488417,6.398431324,4.93E-05,0.994397114,0.997880771
AT3G56050,-0.00066349,-1.000460002,5.92974031,0.000102653,0.991916154,0.996847591
AT5G24970,-0.000624339,-1.000432852,3.631473075,2.45E-05,0.996048227,0.998343039
AT1G26110,-0.000613272,-1.000425178,8.350877489,0.000114959,0.991445343,0.996555065
AT3G46200,-0.000516619,-1.000358157,3.27914377,1.30E-05,0.997125859,0.998991594
AT3G63260,-0.000495972,-1.000343841,6.244015915,6.63E-05,0.993502002,0.997430032
AT1G04530,-0.000470491,-1.000326173,4.958362942,2.62E-05,0.995919406,0.998313923
AT1G04040,-0.000392333,-1.000271981,7.43796005,1.32E-05,0.997096031,0.998991594
AT1G14060,-0.000391181,-1.000271183,4.530494243,1.80E-05,0.996616938,0.998762991
AT5G22730,-0.000390907,-1.000270993,3.86326514,9.48E-06,0.997543925,0.998991594
AT5G07710,-0.000353431,-1.00024501,3.611875168,9.06E-06,0.997598924,0.99899668
AT1G12440,-0.000291862,-1.000202324,6.052692359,1.19E-05,0.997242247,0.998991594
AT1G80030,-0.000285221,-1.00019772,4.635030002,9.94E-06,0.997485076,0.998991594
AT5G03800,-0.000282684,-1.000195961,2.542614375,2.00E-06,0.998872122,0.999427441
AT3G30841,-0.000275362,-1.000190885,4.057109891,5.94E-06,0.998054817,0.999203212
AT4G16840,-0.000274576,-1.00019034,2.492951719,5.46E-06,0.99813499,0.999233488
AT1G79740,-0.000272682,-1.000189026,5.30028883,9.57E-06,0.997532017,0.998991594
AT1G43245,-0.000249866,-1.000173209,3.413013042,2.93E-06,0.998634638,0.999379412
AT5G51350,-0.000224237,-1.000155441,5.02921319,4.69E-06,0.998271155,0.999236777
AT1G71860,-0.000222024,-1.000153907,6.50582246,1.17E-05,0.997265584,0.998991594
AT1G14170,-0.000206895,-1.000143419,5.451911616,4.34E-06,0.998338003,0.999236777
AT1G50790,-0.000202379,-1.000140288,2.083431906,1.98E-06,0.998878086,0.999427441
AT5G43670,-0.000141188,-1.000097869,5.062276875,2.74E-06,0.998680266,0.999379412
AT5G13430,-0.000115107,-1.000079789,7.316795773,2.28E-06,0.998795482,0.999427441
AT3G51650,-5.71E-05,-1.000039612,4.309271302,3.36E-07,0.999537633,0.999711971
AT1G77405,-3.12E-05,-1.00002162,0.769508138,2.36E-07,0.99961206,0.999711971
AT3G21580,-9.03E-06,-1.00000626,2.914461169,2.45E-07,0.999604754,0.999711971
AT2G40660,-3.58E-06,-1.00000248,5.660042803,1.34E-09,0.999970801,0.999970801
AT5G18500,4.79E-05,1.000033223,6.305240888,4.92E-07,0.999440217,0.999711971
AT2G19950,5.67E-05,1.000039331,6.067649361,7.74E-07,0.99929783,0.99969747
AT5G52010,6.64E-05,1.000046027,3.01424416,1.63E-07,0.999678298,0.999728255
AT1G65020,6.80E-05,1.00004713,4.848878628,4.62E-07,0.999457573,0.999711971
AT4G28240,7.69E-05,1.000053337,6.555046643,2.65E-07,0.999589253,0.999711971
AT1G15340,0.000120658,1.000083637,6.575008993,2.80E-06,0.998665306,0.999379412
AT4G00270,0.000205814,1.00014267,4.265125091,4.58E-06,0.998293136,0.999236777
AT5G06960,0.000219992,1.000152499,4.962949737,6.07E-06,0.998033954,0.999203212
AT4G17790,0.000223625,1.000155017,5.695558953,7.54E-06,0.997808667,0.999106727
AT4G04860,0.000229025,1.00015876,5.324488953,1.06E-05,0.997404179,0.998991594
AT3G02110,0.00023955,1.000166057,3.985877095,1.38E-06,0.999062632,0.999518
AT3G13200,0.000251492,1.000174336,6.765145131,2.81E-05,0.995767672,0.998313923
AT2G45810,0.000307907,1.000213448,6.587629299,3.45E-05,0.995314656,0.998194081
AT4G03140,0.000311939,1.000216243,3.230622419,3.68E-06,0.998469898,0.999318809
AT1G69750,0.000341685,1.000236866,3.618771971,8.01E-06,0.997741603,0.999089565
AT1G71220,0.000345661,1.000239622,8.066592085,2.47E-05,0.996031393,0.998343039
AT4G28040,0.000398018,1.000275923,2.603754362,6.04E-06,0.998039734,0.999203212
AT2G48010,0.000434718,1.000301369,4.973410037,1.97E-05,0.996456676,0.998702409
AT5G59900,0.000523035,1.000362606,3.014821819,1.29E-05,0.997135569,0.998991594
AT2G43490,0.000547445,1.000379532,5.174125201,3.61E-05,0.995206457,0.998194081
AT5G19920,0.000554107,1.000384151,4.156535372,3.07E-05,0.995582311,0.998313923
AT5G11880,0.000568867,1.000394386,6.568056436,4.38E-05,0.994719419,0.99801088
AT5G67360,0.000594075,1.000411866,7.680503754,5.35E-05,0.994164601,0.997704328
AT5G04895,0.000616154,1.000427177,4.470105931,2.93E-05,0.995678962,0.998313923
AT5G59570,0.000626133,1.000434097,1.001252974,9.82E-06,0.997499071,0.998991594
AT3G48540,0.000656411,1.000455093,1.516053357,1.36E-06,0.999068487,0.999518
AT4G35940,0.000711597,1.000493363,4.467042481,4.45E-05,0.994678227,0.99801088
AT3G13470,0.000722947,1.000501234,5.902370482,4.41E-05,0.994699513,0.99801088
AT4G24530,0.000777298,1.000538927,4.085941856,4.86E-05,0.994440147,0.997880771
AT1G77360,0.000799228,1.000554136,1.650084626,1.27E-05,0.997157123,0.998991594
AT1G47750,0.000811304,1.000562511,3.370978869,4.05E-05,0.994923084,0.998065103
AT4G17560,0.000817959,1.000567127,3.987166163,3.41E-05,0.995338022,0.998194081
AT5G13860,0.000832188,1.000576995,3.725394842,4.26E-05,0.994791175,0.998032837
AT3G51940,0.00086575,1.000600272,3.045020377,2.74E-05,0.995822667,0.998313923
AT2G01430,0.000880236,1.000610319,3.917680095,2.74E-05,0.995820419,0.998313923
AT5G44150,0.000981161,1.00068032,3.34696498,5.78E-05,0.993931457,0.997534834
AT3G27120,0.000984897,1.000682912,2.073811335,2.67E-05,0.995874178,0.998313923
AT3G18524,0.000993494,1.000688875,4.328648131,9.71E-05,0.992137039,0.996877009
AT2G04650,0.00103881,1.000720308,4.376410637,6.87E-05,0.993384878,0.997430032
AT2G16405,0.001101266,1.00076363,4.77204127,0.000161626,0.989856605,0.996028277
AT3G62660,0.001133044,1.000785674,5.852086318,0.000196751,0.988808605,0.995524365
AT5G22370,0.001164845,1.000807735,4.246775668,0.000125245,0.991070842,0.996448437
AT1G25570,0.001190505,1.000825536,5.892498805,0.000237701,0.987699057,0.995079198
AT1G63610,0.001197514,1.000830398,3.529834712,7.27E-05,0.993196677,0.997383174
AT3G06030,0.001252057,1.000868236,4.668737335,0.000178276,0.989346947,0.995828432
AT3G11230,0.001312986,1.000910507,3.862633208,0.000119748,0.991268986,0.996486337
AT5G24280,0.001321316,1.000916286,3.178539162,3.91E-05,0.995012017,0.998104285
AT3G63410,0.001373278,1.000952337,5.958113969,0.000296099,0.986271067,0.994375044
AT1G79190,0.001391669,1.000965097,5.093397395,0.000199418,0.988733017,0.995524365
AT5G21105,0.001431079,1.000992441,6.803836266,0.000293758,0.986325436,0.994375044
AT5G16310,0.001469574,1.00101915,3.677243547,0.000142435,0.990477776,0.99625983
AT3G49880,0.001488467,1.001032259,4.822819564,0.000271567,0.986852016,0.994625651
AT5G53580,0.001490521,1.001033684,3.233756919,9.21E-05,0.992343938,0.996877009
AT4G02760,0.001534781,1.001064395,5.005830886,0.000236891,0.987720027,0.995079198
AT4G32210,0.001537831,1.001066511,3.53339876,9.84E-05,0.992086806,0.996877009
AT1G66950,0.001568472,1.001087773,3.334166267,3.29E-05,0.995426879,0.99822022
AT4G24200,0.001580176,1.001095894,5.534493101,0.000440067,0.983263392,0.992988848
AT5G03770,0.001580219,1.001095924,3.139162457,0.000103454,0.991884652,0.996847591
AT2G26980,0.001607242,1.001114676,6.712808871,0.000337226,0.985348707,0.993840951
AT5G47090,0.001607874,1.001115115,3.988719158,0.000163595,0.989794986,0.996016355
AT2G43980,0.001658711,1.001150392,5.020591265,0.000485676,0.982417606,0.99243519
AT1G18950,0.001708839,1.001185179,5.622368183,0.000725253,0.978515153,0.990479523
AT3G44380,0.001713455,1.001188382,2.954287256,0.000121903,0.991190748,0.996483766
AT5G67020,0.001728112,1.001198554,0.946376291,3.80E-05,0.995084551,0.998127013
AT5G16240,0.00173629,1.001204229,3.190312822,9.22E-05,0.99233688,0.996877009
AT5G66820,0.001810461,1.001255704,4.815265366,0.000371406,0.984624193,0.99357014
AT4G12610,0.001871169,1.001297837,5.561856778,0.000605648,0.980366107,0.991343418
AT5G01430,0.001894977,1.001314361,4.095399251,0.000303986,0.986089429,0.994320567
AT1G33055,0.001924173,1.001334625,2.990043843,2.65E-05,0.995891903,0.998313923
AT4G34980,0.001949592,1.001352268,6.679550639,0.000561169,0.981100667,0.991705554
AT1G17980,0.001970505,1.001366783,5.48178708,0.001090032,0.973662126,0.989082562
AT5G09880,0.001984732,1.001376658,6.67733934,0.000603827,0.980395642,0.991343418
AT3G15357,0.001985134,1.001376937,4.336638517,0.000325864,0.985597609,0.993991803
AT3G10480,0.001995658,1.001384242,5.184787339,0.000520919,0.981790951,0.992102632
AT5G25050,0.002002586,1.001389051,4.579940664,0.000358332,0.984897229,0.993585892
AT5G49720,0.002017784,1.0013996,9.097258148,0.001263161,0.971648372,0.987989799
AT5G27830,0.00206442,1.001431971,3.818437441,0.000288286,0.986453373,0.994403833
AT5G49030,0.002077655,1.001441158,5.738233367,0.000605288,0.98037195,0.991343418
AT2G20000,0.002100826,1.001457242,5.396341153,0.000740751,0.978286857,0.990394279
AT1G31540,0.002139627,1.001484177,4.884194636,0.000376042,0.984528543,0.99356541
AT1G11060,0.002175301,1.001508941,5.128528833,0.000773321,0.977814765,0.990030362
AT1G10180,0.002188476,1.001518087,5.364021616,0.001003384,0.974730241,0.989328785
AT2G38630,0.002204463,1.001529185,4.319828864,0.000416544,0.983716774,0.993296335
AT1G02330,0.002236706,1.001551569,5.241494788,0.000635793,0.97988352,0.99123976
AT1G52420,0.002266105,1.001571978,6.929131263,0.001441091,0.969718219,0.987080417
AT1G08610,0.002287061,1.001586527,2.839226299,0.000212694,0.988364051,0.995427347
AT4G13200,0.002288219,1.001587331,3.873584508,0.000256574,0.987220093,0.994859087
AT3G02420,0.002316683,1.001607093,6.124142343,0.001117127,0.973336915,0.988852591
AT1G72540,0.002321813,1.001610654,1.834193795,0.000121493,0.991205569,0.996483766
AT1G01800,0.002332052,1.001617762,6.339690556,0.000779176,0.977730964,0.990030362
AT4G37650,0.002338505,1.001622243,5.125148778,0.000631824,0.979946403,0.99123976
AT2G42160,0.002383036,1.00165316,4.908411341,0.000890999,0.976186998,0.989750095
AT2G36485,0.002386505,1.001655568,3.387223917,0.000322874,0.985663837,0.994008502
AT2G26080,0.002454114,1.00170251,9.063515295,0.001525563,0.968843782,0.98687522
AT4G27690,0.002503814,1.001737018,4.487742272,0.000633807,0.97991496,0.99123976
AT4G04340,0.002507261,1.001739412,6.752620851,0.001016206,0.974569349,0.989250916
AT1G63290,0.002508122,1.00174001,5.725112978,0.000973178,0.975113383,0.989433874
AT3G12140,0.00251261,1.001743126,5.692630913,0.001069248,0.973914333,0.989137922
AT1G06120,0.002516423,1.001745773,3.347598924,0.000183832,0.989182248,0.995764005
AT2G25200,0.002564661,1.001779269,1.13313688,5.76E-05,0.993945862,0.997534834
AT1G06950,0.002586172,1.001794206,6.766153229,0.001742423,0.9667041,0.986287969
AT1G08290,0.002597587,1.001802132,3.996437974,0.000355163,0.984964143,0.993594451
